TIME,heavy_pages_ap-southeast-1,heavy_pages_eu-west-1,heavy_pages_us-east-1,heavy_vercel_ap-southeast-1,heavy_vercel_eu-west-1,heavy_vercel_us-east-1,simple_pages_ap-southeast-1,simple_pages_eu-west-1,simple_pages_us-east-1,simple_vercel_ap-southeast-1,simple_vercel_eu-west-1,simple_vercel_us-east-1
15-06-2023 00:00,0.2445450287253681,0.2513275669247518,0.331227104272224,0.352908135675503,0.23876001056907,0.0988926805087023,0.0339353109936717,0.1756680345574925,0.1927207139797548,0.3095341141847349,0.1114874373235728,0.2032440499775758
15-06-2023 06:00,0.3106094308572507,0.0805257257576066,0.1738601766341761,0.0288083469522877,0.3031077647168071,0.1302092895575331,0.2950180310837628,0.1616522646333704,0.3371863259788404,0.201654141191343,0.1367876339556117,0.1838854976262342
15-06-2023 12:00,0.0236967950231842,0.0228576284609091,0.021248983498917,0.2390134730004509,0.2963816148711415,0.2745579329451514,0.1625473517884883,0.2205602170631961,0.2182779196396132,0.0160752407221216,0.3424777979996121,0.2903582546102903
15-06-2023 18:00,0.1934704736805391,0.2896987737871777,0.2804189322247593,0.0645663932662219,0.1921889289985227,0.1805350168604909,0.1933543757009662,0.3572184442554241,0.0958295479867118,0.2642495818644232,0.2009257010526958,0.2046711524800354
16-06-2023 00:00,0.1748447137514472,0.2929107932423535,0.2500918986431185,0.0696437909968598,0.3172876586531423,0.1698158689858824,0.1903124785500193,0.2546821184863778,0.2299909893425011,0.3404810246730355,0.2639435485674051,0.0939945512977216
16-06-2023 06:00,0.2772630791829333,0.1675795429547432,0.0172762657574486,0.0893680805491925,0.1218375235886621,0.262049727806218,0.2349412654623204,0.2093768000111313,0.1306366564808302,0.2310085586775931,0.2596167145613277,0.0968830064088999
16-06-2023 12:00,0.0852109480510784,0.214088627360201,0.0269709909486186,0.3510085962687919,0.259551736772537,0.1986399678757665,0.2689492988089875,0.2041260846321484,0.1979943375994599,0.3064036118323094,0.3239045716324084,0.2916506650788926
16-06-2023 18:00,0.2598649974883322,0.1812024814736655,0.0654281739655958,0.3121107776994863,0.0951002174557357,0.0825859340398336,0.1438210353654029,0.0273617098188323,0.1933124258744987,0.2345492104123589,0.1517260308738386,0.0178285890905849
17-06-2023 00:00,0.1273445219496033,0.2821046870852168,0.3171486993444395,0.0233472121052397,0.1064987142146985,0.1219924457008343,0.3339279732406148,0.1169778165800592,0.0217125483095704,0.0858778822252687,0.068041028451911,0.3191982375872718
17-06-2023 06:00,0.1638409927768973,0.139772504921853,0.331389319534597,0.0765908864831237,0.059827810928511,0.2319791160532241,0.1219511873769523,0.1505656249204908,0.3048397600376897,0.1529522213431902,0.1306845916268599,0.3231990053417194
