TIME,heavy_pages_ap-southeast-1,heavy_pages_eu-west-1,heavy_pages_us-east-1,heavy_vercel_ap-southeast-1,heavy_vercel_eu-west-1,heavy_vercel_us-east-1,simple_pages_ap-southeast-1,simple_pages_eu-west-1,simple_pages_us-east-1,simple_vercel_ap-southeast-1,simple_vercel_eu-west-1,simple_vercel_us-east-1
15-06-2023 00:00,8376.063496551047,9537.024674920736,18154.58865970883,14752.15525772942,22232.489495346683,36315.76522553482,15058.516770409571,2888.8287151780214,1557.7215404512715,9647.619120469462,11789.191911563172,15356.065550740848
15-06-2023 06:00,36938.60781679374,13656.750144149308,35859.55864692252,36513.02608418742,29158.24398299829,13240.121827142591,24434.84148082449,7055.0800119454025,8440.873836256991,23207.46396171576,16834.256345042668,37750.93724455812
15-06-2023 12:00,4967.434689931628,6904.748703515094,23584.07117563954,17892.03108141924,26873.65039085,27331.834260283234,27636.151046506868,4089.634081975557,1417.9655391326812,18546.08605628394,15648.788336613225,9971.971039680411
15-06-2023 18:00,32093.59677226295,7821.020286372417,29719.97227090867,1397.3091018330924,24027.87097956639,3789.713210669895,33976.36141006769,22903.79051093581,36999.78606457527,17909.621653674847,28044.118887131564,19882.902218350308
16-06-2023 00:00,8183.071440092322,22718.058716888838,21664.54960025605,3571.685608905089,5860.098561534651,14306.326227611618,32919.97306165603,13531.038837520751,24526.156763287687,18087.676029739418,5551.430844692307,17556.076730746816
16-06-2023 06:00,23194.070313754582,30383.647326352937,28128.070723431523,2576.7099012818044,3612.278041191227,24559.359634362496,15346.807145451116,19916.44249707728,2770.0557223633423,1934.1896913382236,22018.918963363525,27668.370367365067
16-06-2023 12:00,6122.446129838401,5065.315493060778,16111.848377829632,5862.675965120142,21656.23420189606,10699.15957807851,22368.275813131462,36579.49018294639,19193.52817335242,2363.883329754301,27256.912480848103,20171.13676343803
16-06-2023 18:00,5813.018931645419,12561.3535486963,33432.27088060718,36294.30895690209,36510.55248714984,27305.06482630105,15314.444959290282,14579.38877865258,15461.935363361416,29459.973836458725,16627.569649543642,3264.3593915346514
17-06-2023 00:00,6076.857638926224,25753.610650913357,30174.93938271294,2757.8194632221407,36568.91957648141,36752.45166653985,36320.28348548383,20927.117876344524,9307.823454871805,33366.480867484024,22534.408750097788,8175.90487894576
17-06-2023 06:00,23695.05030344989,29991.49337142783,11789.45511413179,29944.82427344869,11910.462445108722,28827.026271690254,3687.388406181121,31470.081825012872,25963.445963310256,19562.783237641404,22631.10133837512,31463.198733871723
17-06-2023 12:00,2582.514670125195,35269.54404501983,27246.261718158985,3484.7440081733275,35154.513541136126,9199.874841833596,7020.533073078811,10884.293851232913,15005.09446553536,23797.312965767574,18946.548731874944,9354.323082953548
17-06-2023 18:00,16871.00828081027,12350.5644677741,9087.946867518054,8128.764692894527,32723.80254174756,12712.731277561266,15102.897841033238,33464.76687257632,32213.15379522545,37448.30497378829,8748.759993982392,23387.38131054257
18-06-2023 00:00,28157.883694974465,29670.893874797905,6641.951650532438,36749.59921485225,6560.2099035767405,19534.69836700864,29122.073173998964,35041.18470501481,2663.0366005658607,9278.029568731074,35550.41723200753,34458.82803505546
18-06-2023 06:00,33957.525851237246,26288.69902508081,19960.36849905177,10625.037519506248,23992.42586996839,22504.649142634327,4547.745054080435,6917.445746456988,15159.00658842658,30023.542892849466,22809.58008579582,29946.90390013795
18-06-2023 12:00,29516.06694993648,5965.716219032684,32823.706390624335,32778.60365206233,33509.2413206821,36169.89402710149,15752.153307627435,12013.315310426253,34416.762895661035,6735.166579542472,15569.224189404007,26428.99387172613
18-06-2023 18:00,33027.744402971315,33352.34321058979,16137.736296788578,21200.465482038675,20076.84740671265,21637.228337336303,21363.43205439583,5859.588766352814,18677.063700056704,26568.150874211624,13518.224049517908,37387.934463041456
19-06-2023 00:00,17438.157904306525,33005.31173198268,29298.54759710475,7707.075801337551,11805.624264388884,36672.8051002734,17306.298719408373,25945.444816093823,5619.534634181525,17436.746004496938,26103.69605149077,17013.78887577052
19-06-2023 06:00,17855.726919682453,30509.49317798344,9664.40718202552,10901.660951528498,25975.43998851462,14532.145195752706,25567.58273534509,4310.530297466134,14397.534455998768,13070.94479796585,13095.810398523608,5947.91105499528
19-06-2023 12:00,31129.53459901154,8759.985297642012,8763.596975681814,28166.227051543752,34703.135217477815,31334.934107325797,16403.9860492672,31712.36627001522,24177.53952054553,27153.05529084896,32480.14219402574,8949.502921710286
19-06-2023 18:00,23849.56588460689,28312.804817983004,18614.52370837572,28367.537944971013,7345.603623921809,11708.22751580346,24669.18362760521,16543.596538761747,2157.770019809041,31585.336389052627,6660.092010928552,12587.318830765817
20-06-2023 00:00,22630.817880752165,21967.391653658888,24470.517583173823,2876.8449148412355,29067.631402446284,9668.797867708108,5104.601017664519,34136.78651144356,29523.50924354438,10898.935825612749,15721.68617326353,36962.73091335969
20-06-2023 06:00,25048.453361672306,33284.17103499723,35396.40545432617,23774.68995258448,8598.487402304192,11868.409165807869,1443.1284579589108,15796.999056899898,34075.71738635613,20107.73024419196,8576.483906974083,37434.709830735774
20-06-2023 12:00,32745.122826590054,12866.183759179494,20207.453429664536,17374.714137397455,10133.014051440474,20324.75936411075,1382.3045529328442,36103.587681081255,35026.37467851924,6770.980473993068,29751.65451892158,27659.58131530293
20-06-2023 18:00,21885.877260583256,29028.13474597767,32079.13937278662,19349.30415116493,35233.88694851007,29221.206768166667,15619.224391197702,12306.22499602311,1400.512,33722.75718417972,28461.32966630275,1399.706
