TIME,heavy_pages_ap-southeast-1,heavy_pages_eu-west-1,heavy_pages_us-east-1,heavy_vercel_ap-southeast-1,heavy_vercel_eu-west-1,heavy_vercel_us-east-1,simple_pages_ap-southeast-1,simple_pages_eu-west-1,simple_pages_us-east-1,simple_vercel_ap-southeast-1,simple_vercel_eu-west-1,simple_vercel_us-east-1
15-06-2023 00:00,37119.18625443326,61398.68523515471,17871.183687453595,64198.93847804937,16892.82072361756,15991.539696292828,56444.88218781604,78009.59562118002,83919.87449825402,49038.584352325546,19475.110060536837,61637.61182190535
15-06-2023 06:00,56977.93506245829,42661.52763774589,30524.00987965116,35801.42797962323,24881.603203319537,57898.257023610015,77278.78924458263,71952.3939280568,72824.66004672082,74119.23263513888,23880.978659012515,81296.6606542628
15-06-2023 12:00,78458.8134153374,36796.99698370742,54091.49962167775,44834.24452519718,39528.210421130265,40968.45527080359,65155.87873251115,83120.32553406192,15407.321267278972,33777.09795509963,64384.42847486484,15172.656574030709
15-06-2023 18:00,77180.66790500004,49449.94489800659,54005.15050183069,34673.58539477525,48073.18762297877,58490.217717895255,67706.49941850748,31191.758185903025,23942.765352475635,51674.81823906687,88119.23649422068,39630.75595675744
16-06-2023 00:00,26525.92243578264,67518.34954579255,72896.3105312327,28390.42913312379,36126.029221297926,55302.79849596313,78070.67634161409,83147.04868980242,26537.579183571263,46643.11741851737,33035.150109232905,21034.91644144479
16-06-2023 06:00,80765.04617048148,43405.01878419678,88685.08799805868,68953.29418575222,56738.90799363081,60251.90226787522,29664.68533283392,29688.096506531176,43298.33224985218,63601.22463786566,85756.22751812998,55799.46003489559
16-06-2023 12:00,44396.44148577,68621.11559572862,62872.72548604365,36243.62325000511,68416.534717261,82553.61190455066,17507.569681626017,42263.71298295433,52981.468757134906,28827.02790919849,19661.50103631913,40078.90892657205
16-06-2023 18:00,17778.392501253227,30652.226513276142,46468.05195122722,73878.57667917426,15641.0865776858,55914.46956409332,27143.83925926147,26447.84568973423,57800.623029992494,66854.122385473,75653.61330890538,63450.84969737036
17-06-2023 00:00,62693.83295815479,70405.14244382386,78192.89425776433,55892.31234829371,49641.337266548086,51848.68657007301,52085.38119801528,59832.78754468418,39732.57819358329,15781.817357462916,45237.61402409471,44270.118917066815
17-06-2023 06:00,69762.76444400717,53877.87924210652,71597.0134367218,73063.50527746372,26033.01216397593,70804.24333535152,29887.455286084776,68886.94334152779,37718.72403063139,60611.07845153469,61609.83551418132,63987.96182143166
17-06-2023 12:00,46036.93387739083,85809.03820474891,34878.60708340364,73789.18774272288,55939.72938961668,63861.42465917087,85737.70931574408,85208.77912823173,37026.311849817765,47736.720434929775,85903.89936867579,22372.974326937558
17-06-2023 18:00,88985.9515759936,49349.87101662144,69328.75207989148,83419.6727778171,72368.23640415372,34015.23996221598,32045.56593674915,78686.02085195985,84296.42200953644,15552.528279939468,55445.73233460479,70766.29968916411
18-06-2023 00:00,81253.75822281899,65381.13550145864,86108.21044739132,23582.797154673062,76507.99633743806,27472.198763033004,83456.5489369945,83917.02783105026,54676.35836346712,34416.17504224331,79741.65542122751,62172.47228663032
18-06-2023 06:00,68543.25875563483,72687.76656560974,27684.717415236355,55896.3034380888,75682.93367730694,22978.13361936339,77149.66581908627,82251.04894931451,64144.154056479965,54520.82284947402,61798.28623309908,38528.03386705299
18-06-2023 12:00,55746.95301298796,79422.74918985626,39203.89067425742,22788.59440672372,53308.51409041067,36516.30832949624,53309.25623787771,78662.14499199392,29559.74731934914,82637.03071035919,71303.48853630119,40899.11644123256
18-06-2023 18:00,84156.62933097714,40922.14548979193,59824.05949714602,37812.84838308368,76238.38428060432,23820.927976393155,34467.71094348289,31375.30487036123,55544.8583029213,76638.93517425995,41013.28965889852,36890.561710157606
19-06-2023 00:00,55481.38192241722,58718.1757842704,66078.31739395212,24358.218981329177,69834.97934774666,70332.53937856741,22803.117650147997,17594.36841302058,81141.9868707161,42042.5737600086,76196.1938715402,31562.811685869616
19-06-2023 06:00,19170.71774038192,27177.83800013713,55642.99550658031,72702.10036769934,84057.15103220039,65426.53250421282,26588.826001817622,61199.513044546096,82906.69269512578,65422.2533775257,65918.85045299369,22797.4212981398
19-06-2023 12:00,29177.264199625028,68202.07162399977,71506.25395258992,27553.994063317383,41912.29003902307,68802.39731712997,69730.54358936062,60439.79157549715,16094.280390909047,27551.84272942412,67709.9033181424,82816.89923781794
19-06-2023 18:00,50285.579393435895,59498.33812882287,50978.70879280497,55577.423604647454,66959.03795572928,50769.88419262634,67900.41343696746,68986.2618380397,37497.29064563155,65494.53283155238,59935.9807189462,37266.3458156651
20-06-2023 00:00,24134.38444307537,15376.344660008182,73825.01613718334,71179.811368155,25384.849514279427,40639.99854836973,40259.30242347373,85723.86500452328,33825.35839624102,49598.44937667941,27555.3596404348,60483.12137905945
20-06-2023 06:00,63891.25216276763,89677.2308480314,51739.29273450808,22749.753663570067,59644.53933931876,59793.05937097814,16180.567148391903,73347.58918891524,37229.74057631148,37326.17721312049,40365.02985498544,46948.36402865918
