TIME,heavy_pages_ap-southeast-1,heavy_pages_eu-west-1,heavy_pages_us-east-1,heavy_vercel_ap-southeast-1,heavy_vercel_eu-west-1,heavy_vercel_us-east-1,simple_pages_ap-southeast-1,simple_pages_eu-west-1,simple_pages_us-east-1,simple_vercel_ap-southeast-1,simple_vercel_eu-west-1,simple_vercel_us-east-1
15-06-2023 00:00,4934.2429731402335,2634.2419387394493,3204.449346877629,8487.701549695077,6950.984280380142,536.971625891793,7190.497541229853,2354.659834357329,368.2823859557466,8051.04574614633,3339.6467675031104,3430.219526305212
15-06-2023 06:00,8202.24759398104,8356.583164642985,1579.420535373298,5462.78077333848,1572.5377604143346,9206.147598472522,4828.408172159916,9463.622871725744,9956.950436189029,6441.586897277572,4239.842079410226,1037.3979005545452
15-06-2023 12:00,3784.5889556524926,7713.767991536015,5170.066140898396,794.1548993809151,9034.718111019918,904.8548985430132,7635.274017497393,2362.5631120811613,1196.406089061374,8699.415067235135,6240.991915843647,182.3498743789738
15-06-2023 18:00,8721.787559563896,3823.408036993577,9274.01293057095,1781.9243820109125,1414.154845686658,4800.313980027725,2670.51342158384,6707.872916169632,6573.169082125365,7218.0057882426845,4562.707758073091,8580.117686510119
16-06-2023 00:00,4595.337815572239,3124.815105996079,7352.581731147683,6998.3147039424575,5561.847913651857,5510.2738536881725,9329.72709516233,3350.507163582554,6526.307149260713,1672.8780235978268,7371.238928967654,5639.533733059292
16-06-2023 06:00,6404.513764670803,6244.446305367479,6608.22139073685,842.7169461206553,403.44570679016,7631.944946803845,9108.51075483283,3360.083502456964,304.6296692356988,1265.1988121071222,3772.9990322870553,2179.7733011516984
16-06-2023 12:00,9762.838138520505,7875.573491578517,8382.654175776934,9950.388892006911,5832.302072127585,843.5762329876051,8393.026565451397,6886.527110126095,7065.54999920628,9036.244829997251,1706.8474950931131,9313.80697522918
16-06-2023 18:00,2098.9864029596456,5198.215026926569,5684.647536281465,8875.936507581908,1283.3696997360191,4636.558220565895,8226.574332625496,5694.217991947973,1805.812810516359,915.1061209169246,4925.696166640907,9778.11495918309
17-06-2023 00:00,3974.598576575699,9330.488867989929,8682.383006606256,1704.965872877258,5680.706461360644,2212.19234771585,1459.266834458781,3554.3724558051026,9596.760701274932,3475.843910305027,9519.750701499916,8416.43830239286
17-06-2023 06:00,2196.720863435099,5885.525726483587,8654.148466180986,2416.303072949725,9695.640199630732,9572.015476761542,3082.162585148197,8008.901583827991,7954.384693548611,6337.197685837076,9480.139511780391,8366.239847337094
17-06-2023 12:00,6307.278540777911,4615.350638537448,914.5332753909298,8984.586529176857,7727.340764632695,847.646237603773,7349.626523725709,3712.173187431744,8610.562097634007,9144.578843778823,2769.6247427871845,7308.772536765648
17-06-2023 18:00,7274.653817239759,779.7599469745356,9521.59552712242,3949.69799651404,1058.1885973904273,3914.7065867877823,2020.1091452329104,821.6745912417257,2718.294445376446,1641.1936374405138,2655.35546953952,1301.2799243598704
18-06-2023 00:00,151.65247643143545,1871.1331416743212,2112.8125627721115,1637.8534799725749,4672.598475097642,8418.337711429935,9450.449239474709,9717.718283814189,4536.289833608478,6685.883542409152,5072.222190527289,7502.670021231324
18-06-2023 06:00,5477.883496888731,7001.178105349011,8005.367429191562,7739.851072323893,5711.864660099618,2833.892005456774,6978.383332907727,8508.488142460736,2701.515746448019,2245.75675079125,1481.8403910693569,480.8040429965335
18-06-2023 12:00,927.577881997529,2921.029807011738,4963.377800091922,2638.46434937977,7682.711547593931,9311.526900015342,1158.5022053446814,1150.3056726121572,2690.9594763134432,2146.766666379825,4738.165368847869,4572.649053084187
18-06-2023 18:00,9357.943026050873,7283.994992343055,6990.520962944185,7569.430434850753,859.3195891132588,6450.274257477643,6579.819000119136,5550.3982756827245,5536.197283956631,8922.262461874028,8227.914596804188,9706.959571655514
19-06-2023 00:00,985.0699373075006,5637.121062797687,9913.17187715698,621.4059166521702,5780.506392044102,3756.767135152332,138.18308144900487,9810.948466483256,2519.277557913728,505.5542219474496,2780.5636981232656,9457.977397847617
19-06-2023 06:00,2086.1143827441647,2191.4442497352934,8470.166600076613,4696.178843933251,9291.647010223993,203.6390958557495,8317.537910689003,7722.18740936221,9349.555741418264,6945.144657155112,7541.07526155825,1410.0237850472763
19-06-2023 12:00,1877.2435808458129,8642.840872610474,3385.894462273862,9739.250174362898,9975.23106863352,8864.276621714056,5314.795191187685,7666.069139426728,7967.229026994631,9798.651873954082,174.6237414738664,4136.843969450364
19-06-2023 18:00,3859.504040372408,152.0684748109102,7033.543595865789,947.6063087836128,4359.456109735161,5770.986822521524,8871.397134364088,7693.227678086508,2766.3572462325897,8335.869428884876,9964.552751109337,4610.560373188851
20-06-2023 00:00,118.83874108858411,2546.745075994061,7549.167624368972,9028.043419101044,815.5506051461496,4489.203375180846,4279.977013436528,295.2820788232443,5716.600733744637,984.9487934213076,3309.4943265507845,7899.332505261101
20-06-2023 06:00,3127.77479754315,1528.2110968152847,4913.858968870182,6636.794359566839,3962.637382153236,91.20712437841492,5851.05478857991,6633.83488345841,5272.750641667743,6821.634344312262,4152.0453914314685,2144.643971095302
20-06-2023 12:00,9104.40630528816,7359.836908594487,9017.779384078262,774.6665750054531,9161.484477731785,1446.3636814545982,4156.095659377867,2501.6780630562653,2462.5519657728105,4014.8637066165775,6119.76238615466,3175.2527555365878
20-06-2023 18:00,1558.378174518343,1446.521287891486,2969.0,8311.135480949122,6228.534874963772,3517.0,1083.845480555825,5290.55457441535,66.0,3354.9373129372884,3349.825805508354,106.0
21-06-2023 00:00,7471.204414665844,6024.837234820965,9658.12540857561,7978.584305527257,5422.190623854925,4964.719706179241,5101.033005894437,9578.006463960894,8385.892565751481,4239.494895971327,2161.4080369388566,2457.932361619098
21-06-2023 06:00,1878.0,5610.000000000001,7083.0,5230.999999999999,2794.0,10000.0,67.0,58.0,94.0,69.0,58.0,98.0
21-06-2023 12:00,3001.0,6082.0,5422.0,6212.0,10000.0,10000.0,57.0,70.0,97.0,57.0,69.0,97.0
21-06-2023 18:00,2621.999999999999,5873.0,8016.999999999999,7589.0,10000.0,8341.0,57.0,68.0,66.0,56.0,66.0,65.0
22-06-2023 06:00,3462.0,8625.0,5588.0,7674.0,6718.0,6374.0,56.0,78.0,70.0,58.0,66.0,69.0
22-06-2023 12:00,5060.0,6429.0,6877.999999999999,9287.0,10000.000000000002,9157.0,56.0,67.0,66.0,56.0,67.0,66.0
22-06-2023 18:00,5410.0,8598.0,3788.000000000015,6881.999999999999,6859.999999999999,5375.000000000001,56.0,68.0,58.0,59.0,66.0,58.0
