SERIES;TIME;VALUE
heavy_pages_ap-southeast-1;21-06-2023T06:00;1467,225
heavy_pages_ap-southeast-1;21-06-2023T12:00;960,4970000000001
heavy_pages_ap-southeast-1;21-06-2023T18:00;441,717
heavy_pages_ap-southeast-1;22-06-2023T12:00;949,139
heavy_pages_ap-southeast-1;22-06-2023T06:00;64,42099999999999
heavy_pages_ap-southeast-1;22-06-2023T18:00;48,489999999999995
heavy_pages_ap-southeast-1;22-06-2023T00:00;40,596000000000004
heavy_pages_eu-west-1;21-06-2023T06:00;628,236
heavy_pages_eu-west-1;21-06-2023T12:00;43,18900000000001
heavy_pages_eu-west-1;21-06-2023T18:00;142,499
heavy_pages_eu-west-1;22-06-2023T12:00;77,18
heavy_pages_eu-west-1;22-06-2023T06:00;54,012
heavy_pages_eu-west-1;22-06-2023T18:00;43,584
heavy_pages_eu-west-1;22-06-2023T00:00;42,595
heavy_pages_us-east-1;20-06-2023T18:00;52,31700000000001
heavy_pages_us-east-1;21-06-2023T06:00;164,01
heavy_pages_us-east-1;21-06-2023T12:00;266,396
heavy_pages_us-east-1;21-06-2023T18:00;142,54999999999998
heavy_pages_us-east-1;22-06-2023T12:00;48,93300000000001
heavy_pages_us-east-1;22-06-2023T06:00;34,616000000000014
heavy_pages_us-east-1;22-06-2023T18:00;35,138000000000005
heavy_pages_us-east-1;22-06-2023T00:00;34,07299999999999
heavy_vercel_ap-southeast-1;21-06-2023T06:00;1005,297
heavy_vercel_ap-southeast-1;21-06-2023T12:00;8,597999999999999
heavy_vercel_ap-southeast-1;21-06-2023T18:00;8,394
heavy_vercel_ap-southeast-1;22-06-2023T12:00;9,173999999999998
heavy_vercel_ap-southeast-1;22-06-2023T06:00;9,801999999999998
heavy_vercel_ap-southeast-1;22-06-2023T18:00;972,9699999999999
heavy_vercel_ap-southeast-1;22-06-2023T00:00;7,867000000000001
heavy_vercel_eu-west-1;21-06-2023T06:00;584,2099999999999
heavy_vercel_eu-west-1;21-06-2023T12:00;8,681999999999999
heavy_vercel_eu-west-1;21-06-2023T18:00;16,413999999999998
heavy_vercel_eu-west-1;22-06-2023T12:00;7,211000000000002
heavy_vercel_eu-west-1;22-06-2023T06:00;6,498999999999999
heavy_vercel_eu-west-1;22-06-2023T18:00;418,856
heavy_vercel_eu-west-1;22-06-2023T00:00;9,439
heavy_vercel_us-east-1;20-06-2023T18:00;63,584
heavy_vercel_us-east-1;21-06-2023T06:00;79,788
heavy_vercel_us-east-1;21-06-2023T12:00;317,91900000000004
heavy_vercel_us-east-1;21-06-2023T18:00;79,24499999999999
heavy_vercel_us-east-1;22-06-2023T12:00;8,957999999999998
heavy_vercel_us-east-1;22-06-2023T06:00;81,935
heavy_vercel_us-east-1;22-06-2023T18:00;10,857999999999999
heavy_vercel_us-east-1;22-06-2023T00:00;14,321000000000002
simple_pages_ap-southeast-1;21-06-2023T06:00;1345,7830000000001
simple_pages_ap-southeast-1;21-06-2023T12:00;927,144
simple_pages_ap-southeast-1;21-06-2023T18:00;31,378999999999998
simple_pages_ap-southeast-1;22-06-2023T12:00;803,5400000000001
simple_pages_ap-southeast-1;22-06-2023T06:00;878,4079999999999
simple_pages_ap-southeast-1;22-06-2023T18:00;1011,583
simple_pages_ap-southeast-1;22-06-2023T00:00;29,845
simple_pages_eu-west-1;21-06-2023T06:00;385,972
simple_pages_eu-west-1;21-06-2023T12:00;50,407
simple_pages_eu-west-1;21-06-2023T18:00;62,73199999999999
simple_pages_eu-west-1;22-06-2023T12:00;114,95200000000001
simple_pages_eu-west-1;22-06-2023T06:00;27,529999999999998
simple_pages_eu-west-1;22-06-2023T18:00;396,77000000000004
simple_pages_eu-west-1;22-06-2023T00:00;39,42
simple_pages_us-east-1;20-06-2023T18:00;165,652
simple_pages_us-east-1;21-06-2023T06:00;186,624
simple_pages_us-east-1;21-06-2023T12:00;208,4
simple_pages_us-east-1;21-06-2023T18:00;210,391
simple_pages_us-east-1;22-06-2023T12:00;39,147
simple_pages_us-east-1;22-06-2023T06:00;38,724000000000004
simple_pages_us-east-1;22-06-2023T18:00;44,17400000000001
simple_pages_us-east-1;22-06-2023T00:00;251,44
simple_vercel_ap-southeast-1;21-06-2023T06:00;964,17
simple_vercel_ap-southeast-1;21-06-2023T12:00;14,366000000000001
simple_vercel_ap-southeast-1;21-06-2023T18:00;8,161999999999999
simple_vercel_ap-southeast-1;22-06-2023T12:00;299,941
simple_vercel_ap-southeast-1;22-06-2023T06:00;9,222000000000001
simple_vercel_ap-southeast-1;22-06-2023T18:00;1011,9659999999999
simple_vercel_ap-southeast-1;22-06-2023T00:00;7,0870000000000015
simple_vercel_eu-west-1;21-06-2023T06:00;508,976
simple_vercel_eu-west-1;21-06-2023T12:00;7,737
